,public_key,bits,algorithm,time,memory_mb
382,"7,0800674916446E+022",76,Lenstra,13.497420371997578,0.0025825500488281
383,"7,0800674916446E+022",76,Pollard Rho,2.5229658280004514,0.0003280639648437
384,"3,56308101298363E+023",80,Lenstra,35.285240796001744,0.0027542114257812
385,"3,56308101298363E+023",80,Pollard Rho,2.042884831011179,0.0003280639648437
386,"4,24935631991014E+023",80,Lenstra,0.4185235650074901,0.0025978088378906
387,"4,24935631991014E+023",80,Pollard Rho,2.5735179519979283,0.0003280639648437
388,"5,13259204585917E+023",80,Fermat,22.116893965998315,0.0002250671386718
389,"5,13259204585917E+023",80,Pollard Rho,3.501450443000067,0.0003280639648437
390,"5,93834029228804E+023",80,Pollard Rho,7.8700775090110255,0.0003280639648437
391,"6,16075034787231E+023",80,Pollard Rho,7.399508052010788,0.0003280639648437
392,"6,59155642491919E+023",80,Pollard Rho,5.034914214003948,0.0003280639648437
393,"6,75696916517881E+023",80,Pollard Rho,7.349613300000783,0.0003280639648437
394,"6,75696916517881E+023",80,Pollard p-1,2.3759438740089536,0.1191291809082031
395,"9,10658109449464E+023",80,Pollard Rho,1.932254674989963,0.0003280639648437
396,"9,68292046229764E+023",80,Lenstra,9.746937871008411,0.0027618408203125
397,"9,68292046229764E+023",80,Pollard Rho,4.786032410003827,0.0003280639648437
398,"1,07256387759897E+024",80,Lenstra,15.347418824007036,0.0027008056640625
399,"1,07256387759897E+024",80,Pollard Rho,5.10921838300419,0.0003280639648437
400,"1,96351249219572E+027",92,Pollard Rho,41.69990439999674,0.000335693359375
401,"2,00745156260439E+027",92,Lenstra,36.40268189999915,0.0030021667480468
402,"2,00745156260439E+027",92,Pollard Rho,55.68555499998911,0.000335693359375
403,"2,20789500323929E+027",92,Pollard Rho,46.12066590000177,0.000335693359375
404,"2,59567142167997E+027",92,Pollard Rho,44.69838180000079,0.000335693359375
405,"2,85200453758702E+027",92,Pollard Rho,57.13964589999523,0.000335693359375
406,"3,37225928328422E+027",92,Pollard Rho,30.2913186000078,0.000335693359375
407,"8,84264769115643E+030",104,Pollard p-1,6.704290200010291,0.1844711303710937
