,timestamp,algorithm,bits,n,time,success,factor_1,factor_2
0,2025-12-28T09:19:03.940863+00:00,Fermat,24,11830219,1.2835000234190376e-05,True,3011,3929
1,2025-12-28T09:19:03.940923+00:00,Pollard Rho,24,11830219,1.789299858501181e-05,True,3929,3011
2,2025-12-28T09:19:03.940948+00:00,Pollard p-1,24,11830219,2.561799919931218e-05,True,3011,3929
3,2025-12-28T09:19:03.940984+00:00,Lenstra,24,11830219,0.0008829099970171,True,3011,3929
4,2025-12-28T09:19:03.943184+00:00,Fermat,24,6255727,4.699002602137625e-06,True,2243,2789
5,2025-12-28T09:19:03.943195+00:00,Pollard Rho,24,6255727,1.0690004273783416e-05,True,2243,2789
6,2025-12-28T09:19:03.943211+00:00,Pollard p-1,24,6255727,2.040799881797284e-05,True,2789,2243
7,2025-12-28T09:19:03.943236+00:00,Lenstra,24,6255727,0.0021212749998085,True,2243,2789
8,2025-12-28T09:19:03.960048+00:00,Fermat,24,12214001,4.80900052934885e-06,True,3463,3527
9,2025-12-28T09:19:03.960069+00:00,Pollard Rho,24,12214001,4.860199987888336e-05,True,3463,3527
10,2025-12-28T09:19:03.960128+00:00,Pollard p-1,24,12214001,3.889400250045583e-05,True,3527,3463
11,2025-12-28T09:19:03.960177+00:00,Lenstra,24,12214001,0.0001139329979196,True,3463,3527
12,2025-12-28T09:19:03.971626+00:00,Fermat,24,11911597,1.0149000445380809e-05,True,3041,3917
13,2025-12-28T09:19:03.971646+00:00,Pollard Rho,24,11911597,1.3967000995762646e-05,True,3917,3041
14,2025-12-28T09:19:03.971666+00:00,Pollard p-1,24,11911597,9.427996701560916e-06,True,3041,3917
15,2025-12-28T09:19:03.971681+00:00,Lenstra,24,11911597,0.000130693995743,True,3041,3917
16,2025-12-28T09:19:04.084157+00:00,Fermat,24,11470913,1.1390999134164304e-05,True,2927,3919
17,2025-12-28T09:19:04.084177+00:00,Pollard Rho,24,11470913,2.416600182186812e-05,True,3919,2927
18,2025-12-28T09:19:04.084208+00:00,Pollard p-1,24,11470913,9.40699828788638e-06,True,2927,3919
19,2025-12-28T09:19:04.084223+00:00,Lenstra,24,11470913,0.0025406990025658,True,2927,3919
20,2025-12-28T09:19:04.185193+00:00,Fermat,24,8650483,3.180999920004979e-05,True,2161,4003
21,2025-12-28T09:19:04.185236+00:00,Pollard Rho,24,8650483,2.82139953924343e-05,True,2161,4003
22,2025-12-28T09:19:04.185271+00:00,Pollard p-1,24,8650483,7.303999154828489e-06,True,2161,4003
23,2025-12-28T09:19:04.185288+00:00,Lenstra,24,8650483,0.0001603489945409,True,2161,4003
24,2025-12-28T09:19:04.192869+00:00,Fermat,24,7989097,1.0310002835467458e-05,True,2377,3361
25,2025-12-28T09:19:04.192886+00:00,Pollard Rho,24,7989097,6.952999683562666e-06,True,2377,3361
26,2025-12-28T09:19:04.192898+00:00,Pollard p-1,24,7989097,4.017994797322899e-06,True,3361,2377
27,2025-12-28T09:19:04.192907+00:00,Lenstra,24,7989097,0.0043161170033272,True,2377,3361
28,2025-12-28T09:19:04.205909+00:00,Fermat,24,6694577,2.497700188541785e-05,True,2081,3217
29,2025-12-28T09:19:04.205948+00:00,Pollard Rho,24,6694577,2.2061998606659472e-05,True,3217,2081
30,2025-12-28T09:19:04.205980+00:00,Pollard p-1,24,6694577,9.387003956362603e-06,True,2081,3217
31,2025-12-28T09:19:04.205999+00:00,Lenstra,24,6694577,0.0002427930012345,True,2081,3217
32,2025-12-28T09:19:04.251552+00:00,Fermat,24,12904981,4.27799386670813e-06,True,3457,3733
33,2025-12-28T09:19:04.251566+00:00,Pollard Rho,24,12904981,1.8564998754300177e-05,True,3457,3733
34,2025-12-28T09:19:04.251591+00:00,Pollard p-1,24,12904981,5.390000296756625e-06,True,3457,3733
35,2025-12-28T09:19:04.251601+00:00,Lenstra,24,12904981,0.0005065570003353,True,3457,3733
36,2025-12-28T09:19:04.281447+00:00,Fermat,24,10597487,1.004899968393147e-05,True,2909,3643
37,2025-12-28T09:19:04.281469+00:00,Pollard Rho,24,10597487,1.3996999769005924e-05,True,3643,2909
38,2025-12-28T09:19:04.281490+00:00,Pollard p-1,24,10597487,0.0050699599960353,True,3643,2909
39,2025-12-28T09:19:04.286569+00:00,Lenstra,24,10597487,0.0005062160053057,True,2909,3643
40,2025-12-28T09:19:04.309034+00:00,Fermat,32,2326706177,0.0002231710022897,True,39847,58391
41,2025-12-28T09:19:04.309271+00:00,Pollard Rho,32,2326706177,0.0001058499983628,True,58391,39847
42,2025-12-28T09:19:04.309384+00:00,Pollard p-1,32,2326706177,0.0009023049933603,True,39847,58391
43,2025-12-28T09:19:04.310296+00:00,Lenstra,32,2326706177,0.0251467329944716,True,39847,58391
44,2025-12-28T09:19:05.135012+00:00,Fermat,32,2098407403,6.3820043578743935e-06,True,44879,46757
45,2025-12-28T09:19:05.135033+00:00,Pollard Rho,32,2098407403,6.74479961162433e-05,True,46757,44879
46,2025-12-28T09:19:05.135107+00:00,Pollard p-1,32,2098407403,0.0538442300021415,True,44879,46757
47,2025-12-28T09:19:05.188995+00:00,Lenstra,32,2098407403,0.0061357890081126,True,44879,46757
48,2025-12-28T09:19:06.042184+00:00,Fermat,32,2595694313,1.4566998288501054e-05,True,48761,53233
49,2025-12-28T09:19:06.042211+00:00,Pollard Rho,32,2595694313,9.713399776956066e-05,True,53233,48761
50,2025-12-28T09:19:06.042316+00:00,Pollard p-1,32,2595694313,5.8099998568650335e-05,True,48761,53233
51,2025-12-28T09:19:06.042379+00:00,Lenstra,32,2595694313,0.001871768006822,True,48761,53233
52,2025-12-28T09:19:06.851041+00:00,Fermat,32,1565129603,1.6701997083146125e-05,True,37507,41729
53,2025-12-28T09:19:06.851067+00:00,Pollard Rho,32,1565129603,3.37430028594099e-05,True,37507,41729
54,2025-12-28T09:19:06.851107+00:00,Pollard p-1,32,1565129603,4.386300133774057e-05,True,37507,41729
55,2025-12-28T09:19:06.851155+00:00,Lenstra,32,1565129603,7.196399383246899e-05,True,37507,41729
56,2025-12-28T09:19:07.156286+00:00,Fermat,32,1712915497,4.348200309323147e-05,True,37573,45589
57,2025-12-28T09:19:07.156339+00:00,Pollard Rho,32,1712915497,5.477299418998882e-05,True,37573,45589
58,2025-12-28T09:19:07.156468+00:00,Pollard p-1,32,1712915497,0.0001664139999775,True,37573,45589
59,2025-12-28T09:19:07.156641+00:00,Lenstra,32,1712915497,0.0019279240077594,True,37573,45589
60,2025-12-28T09:19:07.464864+00:00,Fermat,32,3509317919,1.442700158804655e-05,True,57089,61471
61,2025-12-28T09:19:07.464889+00:00,Pollard Rho,32,3509317919,0.0001098370048566,True,57089,61471
